Fecha,Dia,Visitas,Paginas,Solicitudes,Trafico
4/12/2022,12-Apr-22,151,294,732,342.61
4/13/2022,13-Apr-22,130,322,693,181.67
4/14/2022,14-Apr-22,134,268,671,51.51
4/15/2022,15-Apr-22,128,293,593,108.93
4/16/2022,16-Apr-22,110,269,683,83.08
4/17/2022,17-Apr-22,118,268,586,186.45
4/18/2022,18-Apr-22,174,333,789,179.77
4/19/2022,19-Apr-22,155,311,752,195.84
4/20/2022,20-Apr-22,145,311,974,110.08
4/21/2022,21-Apr-22,132,327,801,151.16
4/22/2022,22-Apr-22,153,354,897,406.54
4/23/2022,23-Apr-22,121,272,544,88.08
4/24/2022,24-Apr-22,131,370,757,95.83
4/25/2022,25-Apr-22,145,352,952,238.92
4/26/2022,26-Apr-22,153,325,805,263.36
4/27/2022,27-Apr-22,138,327,692,207.75
4/28/2022,28-Apr-22,124,244,635,260.77
4/29/2022,29-Apr-22,137,263,540,99.77
4/30/2022,30-Apr-22,71,147,369,61.2
5/1/2022,1-May-22,99,197,467,100.53
5/2/2022,2-May-22,105,202,513,131.18
5/3/2022,3-May-22,98,192,453,74.31
5/4/2022,4-May-22,107,201,521,136.91
5/5/2022,5-May-22,102,194,448,128.96
5/6/2022,6-May-22,111,239,606,293.36
5/7/2022,7-May-22,79,169,348,49.89
5/8/2022,8-May-22,116,261,569,94.09
5/9/2022,9-May-22,128,256,687,100.1
5/10/2022,10-May-22,107,215,559,197.91
5/11/2022,11-May-22,123,287,704,142.42
5/12/2022,12-May-22,119,238,581,164
5/13/2022,13-May-22,138,311,707,82.43
5/14/2022,14-May-22,110,227,527,86.08
5/15/2022,15-May-22,145,343,691,124.71
5/16/2022,16-May-22,228,544,1109,139.91
5/17/2022,17-May-22,267,675,1376,133.62
5/18/2022,18-May-22,153,319,635,97.89
5/19/2022,19-May-22,124,225,610,190.01
5/20/2022,20-May-22,129,240,563,97.92
5/21/2022,21-May-22,81,162,357,56
5/22/2022,22-May-22,100,192,433,74.76
5/23/2022,23-May-22,179,551,1093,140.23
5/24/2022,24-May-22,134,252,564,205.52
5/25/2022,25-May-22,168,373,910,104.6
5/26/2022,26-May-22,120,229,531,141.74
5/27/2022,27-May-22,111,215,654,157.91
5/28/2022,28-May-22,85,169,484,105.58
5/29/2022,29-May-22,97,182,422,257.25
5/30/2022,30-May-22,106,208,667,104.03
5/31/2022,31-May-22,106,180,480,332.61
6/1/2022,1-Jun-22,94,159,465,65.9
6/2/2022,2-Jun-22,101,165,488,132.44
6/3/2022,3-Jun-22,139,269,687,227.2
6/4/2022,4-Jun-22,100,182,622,83.34
6/5/2022,5-Jun-22,98,203,572,146.78
6/6/2022,6-Jun-22,119,217,680,236.16
6/7/2022,7-Jun-22,135,251,587,270.47
6/8/2022,8-Jun-22,138,269,601,226.71
6/9/2022,9-Jun-22,142,277,646,154.2
6/10/2022,10-Jun-22,136,275,681,82.95
6/11/2022,11-Jun-22,84,182,494,53.74
6/12/2022,12-Jun-22,115,240,463,143.46
6/13/2022,13-Jun-22,126,230,546,135.8
6/14/2022,14-Jun-22,134,319,697,159.09
6/15/2022,15-Jun-22,129,225,580,190.94
6/16/2022,16-Jun-22,115,199,405,37.41
6/17/2022,17-Jun-22,116,232,590,180.13
6/18/2022,18-Jun-22,102,241,490,52.67
6/19/2022,19-Jun-22,88,185,425,77.37
6/20/2022,20-Jun-22,120,250,690,106.62
6/21/2022,21-Jun-22,178,433,1017,132.39
6/22/2022,22-Jun-22,210,458,1061,181.6
6/23/2022,23-Jun-22,145,259,647,86.04
6/24/2022,24-Jun-22,91,165,442,124.6
6/25/2022,25-Jun-22,67,124,274,87.19
6/26/2022,26-Jun-22,95,200,579,97.37
6/27/2022,27-Jun-22,126,257,606,93.21
6/28/2022,28-Jun-22,125,235,548,129.39
6/29/2022,29-Jun-22,139,263,642,231.71
6/30/2022,30-Jun-22,118,227,583,226.78
7/1/2022,1-Jul-22,157,294,608,164.16
7/2/2022,2-Jul-22,115,229,450,19.44
7/3/2022,3-Jul-22,90,196,405,92.72
7/4/2022,4-Jul-22,126,226,531,73.97
7/5/2022,5-Jul-22,129,231,517,103.93
7/6/2022,6-Jul-22,127,239,521,43.12
7/7/2022,7-Jul-22,130,274,662,41.82
7/8/2022,8-Jul-22,126,248,594,98.13
7/9/2022,9-Jul-22,100,200,384,32.66
7/10/2022,10-Jul-22,131,280,626,43.28
7/11/2022,11-Jul-22,168,358,838,126.87
7/12/2022,12-Jul-22,115,205,554,46.93
7/13/2022,13-Jul-22,140,265,545,52.41
7/14/2022,14-Jul-22,141,258,518,234.19
7/15/2022,15-Jul-22,117,209,426,86.36
7/16/2022,16-Jul-22,110,247,498,52.82
7/17/2022,17-Jul-22,114,249,489,50.05
7/18/2022,18-Jul-22,157,340,651,73.12
7/19/2022,19-Jul-22,125,252,591,225.24
7/20/2022,20-Jul-22,187,384,752,125.37
7/21/2022,21-Jul-22,190,385,800,48.31
7/22/2022,22-Jul-22,143,267,617,77.66
7/23/2022,23-Jul-22,102,196,403,30.35
7/24/2022,24-Jul-22,119,257,547,52.65
7/25/2022,25-Jul-22,138,257,644,200.71
7/26/2022,26-Jul-22,147,285,675,46.78
7/27/2022,27-Jul-22,137,272,629,93
7/28/2022,28-Jul-22,141,294,644,104.88
7/29/2022,29-Jul-22,125,226,533,56.13
7/30/2022,30-Jul-22,107,297,492,124.58
7/31/2022,31-Jul-22,124,388,710,228.34
8/1/2022,1-Aug-22,142,262,588,90.36
8/2/2022,2-Aug-22,132,282,794,298.68
8/3/2022,3-Aug-22,101,197,510,260.69
8/4/2022,4-Aug-22,148,268,651,130.01
8/5/2022,5-Aug-22,123,240,602,198.84
8/6/2022,6-Aug-22,105,183,546,75.63
8/7/2022,7-Aug-22,109,289,598,1.62
8/8/2022,8-Aug-22,147,267,780,195.72
8/9/2022,9-Aug-22,149,248,639,212.49
8/10/2022,10-Aug-22,164,295,744,260.35
8/11/2022,11-Aug-22,162,330,717,102.63
8/12/2022,12-Aug-22,151,293,619,133.21
8/13/2022,13-Aug-22,112,227,476,58.34
8/14/2022,14-Aug-22,102,218,446,92.82
8/15/2022,15-Aug-22,144,270,609,139.83
8/16/2022,16-Aug-22,172,341,789,285.01
8/17/2022,17-Aug-22,169,304,813,275.47
8/18/2022,18-Aug-22,161,304,787,215.64
8/19/2022,19-Aug-22,158,310,654,306.03
8/20/2022,20-Aug-22,198,527,1043,362.66
8/21/2022,21-Aug-22,148,293,726,378.11
8/22/2022,22-Aug-22,200,426,1237,330.06
8/23/2022,23-Aug-22,241,532,1137,354.09
8/24/2022,24-Aug-22,183,391,865,150.36
8/25/2022,25-Aug-22,163,297,741,247.68
8/26/2022,26-Aug-22,197,374,875,103.32
8/27/2022,27-Aug-22,186,410,798,47.13
8/28/2022,28-Aug-22,172,362,727,127.82
8/29/2022,29-Aug-22,208,414,941,287.97
8/30/2022,30-Aug-22,182,343,885,209.92
8/31/2022,31-Aug-22,170,355,1043,189.61
9/1/2022,1-Sep-22,195,368,722,205.83
9/2/2022,2-Sep-22,200,374,767,114.3
9/3/2022,3-Sep-22,128,240,510,320.8
9/4/2022,4-Sep-22,166,358,684,167.1
9/5/2022,5-Sep-22,208,426,876,461.98
9/6/2022,6-Sep-22,197,374,893,341.12
9/7/2022,7-Sep-22,212,433,1111,290.57
9/8/2022,8-Sep-22,219,419,754,213.85
9/9/2022,9-Sep-22,186,344,791,155.83
9/10/2022,10-Sep-22,130,253,505,54.97
9/11/2022,11-Sep-22,144,299,535,71.83
9/12/2022,12-Sep-22,167,323,784,207.98
9/13/2022,13-Sep-22,154,298,803,352.28
9/14/2022,14-Sep-22,159,307,746,334.88
9/15/2022,15-Sep-22,195,388,700,458.34
9/16/2022,16-Sep-22,238,448,942,196.12
9/17/2022,17-Sep-22,184,373,722,132.83
9/18/2022,18-Sep-22,175,339,851,186.98
9/19/2022,19-Sep-22,230,439,930,207.96
9/20/2022,20-Sep-22,198,411,871,305.48
9/21/2022,21-Sep-22,175,326,586,162.7
9/22/2022,22-Sep-22,188,341,743,261.61
9/23/2022,23-Sep-22,183,355,678,179.65
9/24/2022,24-Sep-22,171,323,666,158.86
9/25/2022,25-Sep-22,145,242,521,270.54
9/26/2022,26-Sep-22,215,406,1052,289.94
9/27/2022,27-Sep-22,256,545,1098,218.9
9/28/2022,28-Sep-22,218,415,1005,379.82
9/29/2022,29-Sep-22,181,329,735,366.98
9/30/2022,30-Sep-22,174,338,698,134.6
10/1/2022,1-Oct-22,131,251,558,325.45
10/2/2022,2-Oct-22,182,489,893,160.9
10/3/2022,3-Oct-22,217,419,939,232.46
10/4/2022,4-Oct-22,199,386,996,229.2
10/5/2022,5-Oct-22,240,471,1044,277.85
10/6/2022,6-Oct-22,233,457,1165,423.4
10/7/2022,7-Oct-22,185,356,619,143.67
10/8/2022,8-Oct-22,238,514,883,56.33
10/9/2022,9-Oct-22,141,268,499,126.23
10/10/2022,10-Oct-22,174,312,730,132.36
10/11/2022,11-Oct-22,206,377,830,229.25
10/12/2022,12-Oct-22,285,544,1167,260.12
10/13/2022,13-Oct-22,339,706,1469,330.71
10/14/2022,14-Oct-22,243,468,1137,183.16
10/15/2022,15-Oct-22,142,254,526,156.13
10/16/2022,16-Oct-22,176,366,700,195.94
10/17/2022,17-Oct-22,228,487,1003,215.45
10/18/2022,18-Oct-22,252,476,1467,253.68
10/19/2022,19-Oct-22,249,469,1180,284.16
10/20/2022,20-Oct-22,247,503,985,382.01
10/21/2022,21-Oct-22,310,674,1282,153.77
10/22/2022,22-Oct-22,198,392,884,195.87
10/23/2022,23-Oct-22,135,289,637,108.94
10/24/2022,24-Oct-22,212,393,883,167.39
10/25/2022,25-Oct-22,218,397,1148,323.98
10/26/2022,26-Oct-22,227,573,1204,425.05
10/27/2022,27-Oct-22,277,777,1512,278.61
10/28/2022,28-Oct-22,246,537,1049,255.72
10/29/2022,29-Oct-22,176,408,707,136.47
10/30/2022,30-Oct-22,282,652,1194,160.43
10/31/2022,31-Oct-22,316,648,1222,166.78
11/1/2022,1-Nov-22,241,416,1016,282.56
11/2/2022,2-Nov-22,228,446,965,170.22
11/3/2022,3-Nov-22,199,427,1068,261.48
11/4/2022,4-Nov-22,202,392,1123,275.3
11/5/2022,5-Nov-22,127,232,498,50.72
11/6/2022,6-Nov-22,137,288,677,124.41
11/7/2022,7-Nov-22,199,332,906,216.38
11/8/2022,8-Nov-22,208,340,779,210.75
11/9/2022,9-Nov-22,180,319,807,207.41
11/10/2022,10-Nov-22,183,315,809,169.46
11/11/2022,11-Nov-22,186,322,759,120.02
11/12/2022,12-Nov-22,143,278,570,150.83
11/13/2022,13-Nov-22,162,334,700,241.34
11/14/2022,14-Nov-22,251,501,1128,309.22
11/15/2022,15-Nov-22,198,382,825,275.53
11/16/2022,16-Nov-22,206,379,771,226.41
11/17/2022,17-Nov-22,197,369,725,249.87
11/18/2022,18-Nov-22,214,415,852,234.42
11/19/2022,19-Nov-22,150,270,493,103.36
11/20/2022,20-Nov-22,149,320,586,60.64
11/21/2022,21-Nov-22,154,268,489,219.73
11/22/2022,22-Nov-22,173,302,693,262.5
11/23/2022,23-Nov-22,173,330,706,1.78
11/24/2022,24-Nov-22,203,378,832,156.62
11/25/2022,25-Nov-22,268,557,1362,254.64
11/26/2022,26-Nov-22,130,212,483,51.98
11/27/2022,27-Nov-22,158,285,654,143.5
11/28/2022,28-Nov-22,207,378,895,218.29
11/29/2022,29-Nov-22,246,526,1254,187.86
11/30/2022,30-Nov-22,217,450,847,127.33
12/1/2022,1-Dec-22,184,341,614,62.98
12/2/2022,2-Dec-22,176,290,768,282.35
12/3/2022,3-Dec-22,118,205,364,70.85
12/4/2022,4-Dec-22,115,215,465,100.54
12/5/2022,5-Dec-22,167,319,730,323.8
12/6/2022,6-Dec-22,207,394,916,162.02
12/7/2022,7-Dec-22,167,311,632,97.47
12/8/2022,8-Dec-22,152,311,606,29.61
12/9/2022,9-Dec-22,133,220,443,47
12/10/2022,10-Dec-22,126,223,379,40.24
12/11/2022,11-Dec-22,212,432,1050,103.61
12/12/2022,12-Dec-22,198,409,916,237.11
12/13/2022,13-Dec-22,194,356,817,169.92
12/14/2022,14-Dec-22,208,435,963,109
12/15/2022,15-Dec-22,268,554,1057,195.18
12/16/2022,16-Dec-22,216,389,835,177.4
12/17/2022,17-Dec-22,158,273,536,21.59
12/18/2022,18-Dec-22,112,210,396,38.4
12/19/2022,19-Dec-22,186,483,864,107.35
12/20/2022,20-Dec-22,170,297,633,95.09
12/21/2022,21-Dec-22,173,319,614,88.98
12/22/2022,22-Dec-22,180,330,646,111.97
12/23/2022,23-Dec-22,199,387,770,65.83
12/24/2022,24-Dec-22,156,338,606,44.1
12/25/2022,25-Dec-22,194,385,816,63.98
12/26/2022,26-Dec-22,233,451,892,55.72
12/27/2022,27-Dec-22,242,471,906,55.26
12/28/2022,28-Dec-22,286,634,1096,150.51
12/29/2022,29-Dec-22,296,631,1199,136.4
12/30/2022,30-Dec-22,322,710,1353,95.81
12/31/2022,31-Dec-22,248,615,1076,211.15
1/1/2023,1-Jan-23,193,383,629,67.01
1/2/2023,2-Jan-23,242,486,996,310.25
1/3/2023,3-Jan-23,219,409,812,129.28
1/4/2023,4-Jan-23,192,351,671,165.31
1/5/2023,5-Jan-23,188,351,749,101.74
1/6/2023,6-Jan-23,198,387,843,178.42
1/7/2023,7-Jan-23,167,327,614,69.89
1/8/2023,8-Jan-23,194,447,768,116.86
1/9/2023,9-Jan-23,213,429,933,239.34
1/10/2023,10-Jan-23,264,476,1068,151.68
1/11/2023,11-Jan-23,214,432,898,133.96
1/12/2023,12-Jan-23,222,411,807,198.41
1/13/2023,13-Jan-23,202,379,828,98.9
1/14/2023,14-Jan-23,183,382,719,141.58
1/15/2023,15-Jan-23,169,375,619,87.65
1/16/2023,16-Jan-23,220,409,897,152.27
1/17/2023,17-Jan-23,294,567,1283,133.17
1/18/2023,18-Jan-23,223,429,843,243.41
1/19/2023,19-Jan-23,206,395,940,229.4
1/20/2023,20-Jan-23,206,348,777,131.38
1/21/2023,21-Jan-23,163,356,690,64.11
1/22/2023,22-Jan-23,188,413,718,75.71
1/23/2023,23-Jan-23,240,523,1037,123.3
1/24/2023,24-Jan-23,269,521,1001,209.2
1/25/2023,25-Jan-23,247,477,908,102.51
1/26/2023,26-Jan-23,231,443,798,93.49
1/27/2023,27-Jan-23,235,420,975,163.38
1/28/2023,28-Jan-23,156,307,571,22.36
1/29/2023,29-Jan-23,168,309,630,111.47
1/30/2023,30-Jan-23,206,373,945,356.62
1/31/2023,31-Jan-23,200,335,749,70.21
2/1/2023,1-Feb-23,186,317,796,81.09
2/2/2023,2-Feb-23,164,259,548,142.55
2/3/2023,3-Feb-23,202,367,775,67.47
2/4/2023,4-Feb-23,116,216,380,42.68
2/5/2023,5-Feb-23,135,230,415,57.52
2/6/2023,6-Feb-23,229,503,944,239.79
2/7/2023,7-Feb-23,208,353,754,72.32
2/8/2023,8-Feb-23,193,351,631,120.17
2/9/2023,9-Feb-23,182,329,738,185.7
2/10/2023,10-Feb-23,237,505,948,140.39
2/11/2023,11-Feb-23,150,331,536,16.04
2/12/2023,12-Feb-23,240,744,1194,120.65
2/13/2023,13-Feb-23,238,495,830,115.39
2/14/2023,14-Feb-23,244,453,956,106.05
2/15/2023,15-Feb-23,366,849,1453,138.24
2/16/2023,16-Feb-23,397,808,1324,101.52
2/17/2023,17-Feb-23,294,560,1225,120.88
2/18/2023,18-Feb-23,169,332,613,195.77
2/19/2023,19-Feb-23,207,438,746,174.06
2/20/2023,20-Feb-23,208,431,767,42.17
2/21/2023,21-Feb-23,211,419,874,153.46
2/22/2023,22-Feb-23,240,445,988,239.49
2/23/2023,23-Feb-23,227,459,831,206.48
2/24/2023,24-Feb-23,252,444,1025,167.97
2/25/2023,25-Feb-23,198,373,740,110.19
2/26/2023,26-Feb-23,191,358,658,32.32
2/27/2023,27-Feb-23,225,393,873,288.34
2/28/2023,28-Feb-23,211,371,728,243
3/1/2023,1-Mar-23,190,348,733,90.1
3/2/2023,2-Mar-23,229,440,965,153.62
3/3/2023,3-Mar-23,247,443,915,161.21
3/4/2023,4-Mar-23,291,683,1195,80.81
3/5/2023,5-Mar-23,202,391,668,60.01
3/6/2023,6-Mar-23,256,533,921,77.54
3/7/2023,7-Mar-23,225,456,904,67.49
3/8/2023,8-Mar-23,212,406,847,79.18
3/9/2023,9-Mar-23,203,381,676,74.52
3/10/2023,10-Mar-23,235,539,989,126.1
3/11/2023,11-Mar-23,204,399,718,89.35
3/12/2023,12-Mar-23,224,440,904,161.19
3/13/2023,13-Mar-23,210,368,838,317.96
3/14/2023,14-Mar-23,209,399,815,230.17
3/15/2023,15-Mar-23,180,362,742,193.3
3/16/2023,16-Mar-23,181,370,663,137.1
3/17/2023,17-Mar-23,211,395,886,106.14
3/18/2023,18-Mar-23,212,456,804,124.57
3/19/2023,19-Mar-23,166,371,754,60.49
3/20/2023,20-Mar-23,190,407,958,164.73
3/21/2023,21-Mar-23,237,408,948,169.02
3/22/2023,22-Mar-23,201,362,760,246.31
3/23/2023,23-Mar-23,207,387,696,259.32
3/24/2023,24-Mar-23,247,476,1045,63.14
3/25/2023,25-Mar-23,203,391,766,188.21
3/26/2023,26-Mar-23,239,475,899,119.97
3/27/2023,27-Mar-23,239,437,1078,320.04
3/28/2023,28-Mar-23,277,559,1201,180.43
3/29/2023,29-Mar-23,297,633,1423,355.33
3/30/2023,30-Mar-23,398,849,1617,140.11
3/31/2023,31-Mar-23,326,632,1095,78.4
4/1/2023,1-Apr-23,214,389,615,202.5
4/2/2023,2-Apr-23,267,494,822,159.03
4/3/2023,3-Apr-23,240,419,728,182.44
4/4/2023,4-Apr-23,229,413,1070,298.48
4/5/2023,5-Apr-23,172,286,589,188.43
4/6/2023,6-Apr-23,201,356,694,65.04
4/7/2023,7-Apr-23,188,322,587,84.44
4/8/2023,8-Apr-23,178,298,541,78.62
4/9/2023,9-Apr-23,204,393,747,116.87
4/10/2023,10-Apr-23,228,384,774,107.8
4/11/2023,11-Apr-23,230,404,783,163.03
4/12/2023,12-Apr-23,230,424,710,164.73
4/13/2023,13-Apr-23,232,413,887,123.48
4/14/2023,14-Apr-23,215,382,768,111.29
4/15/2023,15-Apr-23,164,341,597,144.97
4/16/2023,16-Apr-23,152,268,601,141.37
4/17/2023,17-Apr-23,200,376,808,248.51
4/18/2023,18-Apr-23,274,512,1232,200.1
4/19/2023,19-Apr-23,256,495,905,171.9
4/20/2023,20-Apr-23,178,309,610,146.63
4/21/2023,21-Apr-23,178,329,665,131.73
4/22/2023,22-Apr-23,151,296,735,185.64
4/23/2023,23-Apr-23,148,255,479,166.32
4/24/2023,24-Apr-23,183,307,694,172.28
4/25/2023,25-Apr-23,194,300,691,106.92
4/26/2023,26-Apr-23,154,289,595,265.88
4/27/2023,27-Apr-23,147,277,639,168.51
4/28/2023,28-Apr-23,232,450,1133,167.29
4/29/2023,29-Apr-23,212,424,890,156.25
4/30/2023,30-Apr-23,227,469,984,81.52
5/1/2023,1-May-23,191,377,666,121.98
5/2/2023,2-May-23,214,381,762,241.44
5/3/2023,3-May-23,153,296,605,192.54
5/4/2023,4-May-23,236,409,845,93.7
5/5/2023,5-May-23,219,363,674,106.28
5/6/2023,6-May-23,165,293,668,76.25
5/7/2023,7-May-23,234,496,820,131.77
5/8/2023,8-May-23,179,367,688,346.68
5/9/2023,9-May-23,176,323,579,57.55
5/10/2023,10-May-23,191,364,609,164.57
5/11/2023,11-May-23,220,436,793,95.97
5/12/2023,12-May-23,228,399,757,178.32
5/13/2023,13-May-23,225,450,787,209.16
5/14/2023,14-May-23,172,320,639,193.63
5/15/2023,15-May-23,200,376,721,165.79
5/16/2023,16-May-23,247,440,900,182.68
5/17/2023,17-May-23,246,459,744,193.25
5/18/2023,18-May-23,249,445,887,183.89
5/19/2023,19-May-23,211,423,661,181.38
5/20/2023,20-May-23,188,347,696,101.54
5/21/2023,21-May-23,205,410,707,250.51
5/22/2023,22-May-23,294,568,942,192.77
5/23/2023,23-May-23,231,382,709,129.26
5/24/2023,24-May-23,187,337,633,261.38
5/25/2023,25-May-23,164,278,494,78.05
5/26/2023,26-May-23,212,412,989,196.96
5/27/2023,27-May-23,203,399,757,128.98
5/28/2023,28-May-23,177,299,514,112.38
5/29/2023,29-May-23,183,322,591,149.13
5/30/2023,30-May-23,183,289,561,133.21
5/31/2023,31-May-23,208,379,641,164.75
6/1/2023,1-Jun-23,203,357,747,224.2
6/2/2023,2-Jun-23,213,352,714,155.4
6/3/2023,3-Jun-23,172,265,432,101.81
6/4/2023,4-Jun-23,178,318,582,85.98
6/5/2023,5-Jun-23,207,383,847,319.33
6/6/2023,6-Jun-23,257,465,830,145.77
6/7/2023,7-Jun-23,211,408,705,178.28
6/8/2023,8-Jun-23,249,545,964,274.62
6/9/2023,9-Jun-23,393,832,1471,97.74
6/10/2023,10-Jun-23,282,516,868,165.37
6/11/2023,11-Jun-23,189,348,576,207.63
6/12/2023,12-Jun-23,225,442,750,113.39
6/13/2023,13-Jun-23,208,344,676,150.36
6/14/2023,14-Jun-23,186,336,765,250.79
6/15/2023,15-Jun-23,189,361,688,49.68
6/16/2023,16-Jun-23,191,373,844,195.13
6/17/2023,17-Jun-23,167,285,649,197.1
6/18/2023,18-Jun-23,129,266,459,82.95
6/19/2023,19-Jun-23,179,315,653,109.13
6/20/2023,20-Jun-23,197,342,727,92.73
6/21/2023,21-Jun-23,180,311,708,195.69
6/22/2023,22-Jun-23,189,346,810,149.08
6/23/2023,23-Jun-23,256,488,879,103.49
6/24/2023,24-Jun-23,149,251,551,173.82
6/25/2023,25-Jun-23,152,286,530,108.52
6/26/2023,26-Jun-23,239,438,1049,1.3
6/27/2023,27-Jun-23,244,439,809,211.28
6/28/2023,28-Jun-23,222,372,867,211.85
6/29/2023,29-Jun-23,188,338,581,158.21
6/30/2023,30-Jun-23,234,444,823,215.7
7/1/2023,1-Jul-23,202,473,762,120.14
7/2/2023,2-Jul-23,273,565,1133,134.36
7/3/2023,3-Jul-23,398,853,1554,186.15
7/4/2023,4-Jul-23,339,600,1254,369.52
7/5/2023,5-Jul-23,271,478,864,241.07
7/6/2023,6-Jul-23,250,444,1068,279.84
7/7/2023,7-Jul-23,260,440,870,197.62
7/8/2023,8-Jul-23,165,277,554,124.32
7/9/2023,9-Jul-23,244,450,782,107.81
7/10/2023,10-Jul-23,289,548,983,95.98
7/11/2023,11-Jul-23,404,780,1807,348.17
7/12/2023,12-Jul-23,323,712,1686,290.49
7/13/2023,13-Jul-23,233,442,909,82.82
7/14/2023,14-Jul-23,210,356,703,90.16
7/15/2023,15-Jul-23,212,378,827,44.91
7/16/2023,16-Jul-23,170,268,466,19.85
7/17/2023,17-Jul-23,193,335,775,176.65
7/18/2023,18-Jul-23,224,365,780,141.18
7/19/2023,19-Jul-23,262,467,897,90.56
7/20/2023,20-Jul-23,307,551,1067,81.22
7/21/2023,21-Jul-23,343,591,1269,217.04
7/22/2023,22-Jul-23,270,637,1137,76.07
7/23/2023,23-Jul-23,193,354,680,84.87
7/24/2023,24-Jul-23,292,495,1095,298.28
7/25/2023,25-Jul-23,215,340,777,163.02
7/26/2023,26-Jul-23,272,510,1317,214.32
7/27/2023,27-Jul-23,211,363,650,155.13
7/28/2023,28-Jul-23,280,492,992,196.58
7/29/2023,29-Jul-23,306,587,1050,88.4
7/30/2023,30-Jul-23,477,967,1854,184.44
7/31/2023,31-Jul-23,319,570,1119,184.47 M
8/1/2023,1-Aug-23,326,563,1141,196.99
8/2/2023,2-Aug-23,351,676,1182,164.88
8/3/2023,3-Aug-23,355,646,1239,183.52
8/4/2023,4-Aug-23,245,401,818,112.2
8/5/2023,5-Aug-23,216,369,793,124.35
8/6/2023,6-Aug-23,222,387,685,167.76
8/7/2023,7-Aug-23,384,714,1628,184.71
8/8/2023,8-Aug-23,267,387,899,123.96
8/9/2023,9-Aug-23,254,379,919,156.8
8/10/2023,10-Aug-23,266,655,1145,293.17
8/11/2023,11-Aug-23,343,586,1194,191.87
8/12/2023,12-Aug-23,303,466,863,120.3
8/13/2023,13-Aug-23,260,398,716,93.03
8/14/2023,14-Aug-23,473,773,1472,277.08
8/15/2023,15-Aug-23,334,488,1138,203.35
8/16/2023,16-Aug-23,276,417,797,206.4
8/17/2023,17-Aug-23,372,555,1211,218.35
8/18/2023,18-Aug-23,345,515,1036,316.27
8/19/2023,19-Aug-23,381,615,1198,74.99
8/20/2023,20-Aug-23,239,312,665,211.71
8/21/2023,21-Aug-23,261,389,831,176.84
8/22/2023,22-Aug-23,287,407,843,334.03
8/23/2023,23-Aug-23,232,371,817,123.19
8/24/2023,24-Aug-23,221,315,813,164.26
8/25/2023,25-Aug-23,221,353,881,530.71
8/26/2023,26-Aug-23,178,311,531,78.4
8/27/2023,27-Aug-23,228,341,622,69.58
8/28/2023,28-Aug-23,290,464,933,309.05
8/29/2023,29-Aug-23,333,564,1089,345.01
8/30/2023,30-Aug-23,273,414,1029,211.28
8/31/2023,31-Aug-23,326,532,1019,190.92
9/1/2023,1-Sep-23,332,554,1245,195.33
9/2/2023,2-Sep-23,385,573,1132,97.4
9/3/2023,3-Sep-23,370,649,1256,222.18
9/4/2023,4-Sep-23,272,410,905,203.95
9/5/2023,5-Sep-23,289,435,958,204.49
9/6/2023,6-Sep-23,274,442,1052,240.58
9/7/2023,7-Sep-23,292,539,942,233.15
9/8/2023,8-Sep-23,364,614,1174,178.98
9/9/2023,9-Sep-23,246,370,677,217.37
9/10/2023,10-Sep-23,221,336,630,79.89
9/11/2023,11-Sep-23,284,456,1273,549.97
9/12/2023,12-Sep-23,273,385,937,242.94
9/13/2023,13-Sep-23,286,409,930,482.37
9/14/2023,14-Sep-23,406,665,1246,308.23
9/15/2023,15-Sep-23,765,1324,2684,297.98
9/16/2023,16-Sep-23,532,897,1636,102.2
9/17/2023,17-Sep-23,472,772,1429,338.17
9/18/2023,18-Sep-23,366,548,1070,130.72
9/19/2023,19-Sep-23,327,457,940,309.28
9/20/2023,20-Sep-23,261,345,664,237.48
9/21/2023,21-Sep-23,269,404,787,158.13
9/22/2023,22-Sep-23,416,658,1296,188.8
9/23/2023,23-Sep-23,259,349,608,123.01
9/24/2023,24-Sep-23,249,389,683,110.84
9/25/2023,25-Sep-23,287,429,787,100.77
9/26/2023,26-Sep-23,323,483,1036,350.71
9/27/2023,27-Sep-23,251,356,847,294.51
9/28/2023,28-Sep-23,259,366,796,193.11
9/29/2023,29-Sep-23,264,413,888,225.94
9/30/2023,30-Sep-23,207,292,587,119.93
10/1/2023,1-Oct-23,181,251,535,145.54
10/2/2023,2-Oct-23,240,348,816,575.54
10/3/2023,3-Oct-23,237,339,853,539.46
10/4/2023,4-Oct-23,220,316,650,136.69
10/5/2023,5-Oct-23,245,336,690,144.75
10/6/2023,6-Oct-23,297,432,914,237.18
10/7/2023,7-Oct-23,238,383,656,63.12
10/8/2023,8-Oct-23,337,550,1059,184.8
10/9/2023,9-Oct-23,424,694,1334,402.38
10/10/2023,10-Oct-23,552,994,1906,187.98
10/11/2023,11-Oct-23,777,1353,2533,381.99
10/12/2023,12-Oct-23,395,542,994,261.2
10/13/2023,13-Oct-23,218,321,580,105.43
10/14/2023,14-Oct-23,217,303,554,69.51
10/15/2023,15-Oct-23,180,248,487,99.55
10/16/2023,16-Oct-23,227,326,746,132.74
10/17/2023,17-Oct-23,398,617,1337,255.28
10/18/2023,18-Oct-23,236,358,886,365.92
10/19/2023,19-Oct-23,242,349,732,279.97
10/20/2023,20-Oct-23,250,324,646,253.77
10/21/2023,21-Oct-23,166,214,422,69.83
10/22/2023,22-Oct-23,173,224,572,264.94
